名稱,城市,類型,分齡,lat,lon,介紹,圖片網址,Unnamed: 8,時間戳記,城市(台北市、新北市...).1,詳細地址 ,類型(博物館、公園...).1,景點介紹.1,城市.1,類型.1,介紹.1
中央公園,臺中市,1,全齡,24.18006,120.65601,無...,,,,,,,,,,
戰車公園,臺中市,2,全齡,24.23178,120.6247,無...,,,,,,,,,,
Hione World海灣樂世界,臺中市,1,全齡,24.19896,120.7642,無...,,,,,,,,,,
梧棲文化出張所,臺中市,1,全齡,24.25661,120.52969,無...,,,,,,,,,,
聚奎居,臺中市,3,全齡,24.11932,120.6065,無...,,,,,,,,,,
中央書局,臺中市,1,全齡,24.14085,120.68116,無...,,,,,,,,,,
臺灣府儒考棚,臺中市,1,全齡,24.13705,120.67681,無...,,,,,,,,,,
環山部落,臺中市,11,全齡,24.31891,121.29462,無...,,,,,,,,,,
潭子國小日式校舍(預約參觀),臺中市,1,全齡,24.21486,120.70432,無...,,,,,,,,,,
大里杙樹王公,臺中市,1,全齡,24.09857,120.66391,無...,,,,,,,,,,
桃山瀑布,臺中市,2,全齡,24.41411,121.30259,無...,,,,,,,,,,
綠空鐵道1908,臺中市,1,全齡,24.13554,120.68265,無...,,,,,,,,,,
毘盧禪寺,臺中市,1,全齡,24.28889,120.74363,無...,,,,,,,,,,
第四市場,臺中市,1,全齡,24.14067,120.69358,無...,,,,,,,,,,
大安甘醇釀酒故事館,臺中市,14,全齡,24.39282,120.59955,無...,,,,,,,,,,
自行車文化探索館,臺中市,18,全齡,24.20935,120.61212,無...,,,,,,,,,,
3點1刻故事館,臺中市,14,全齡,24.10445,120.66547,無...,,,,,,,,,,
台灣現代音樂鈴博物館,臺中市,5,全齡,24.03288,120.67454,無...,,,,,,,,,,
丸文食品觀光工廠,臺中市,14,全齡,24.10084,120.71519,無...,,,,,,,,,,
原流新創聚落,臺中市,1,全齡,24.04424,120.695,無...,,,,,,,,,,
臺中市立圖書館外埔分館,臺中市,1,全齡,24.33307,120.65218,無...,,,,,,,,,,
臺中市立圖書館上楓分館,臺中市,1,全齡,24.23667,120.6661,無...,,,,,,,,,,
臺中市立圖書館李科永紀念圖書分館,臺中市,1,全齡,24.15207,120.62644,無...,,,,,,,,,,
臺中市立圖書館興安分館,臺中市,1,全齡,24.16929,120.69457,無...,,,,,,,,,,
萬選居,臺中市,3,全齡,24.26572,120.73761,無...,,,,,,,,,,
臺中客家樂活園區,臺中市,1,全齡,24.24736,120.83561,無...,,,,,,,,,,
富興工廠1962,臺中市,12,全齡,24.13512,120.68375,無...,,,,,,,,,,
第五市場,臺中市,6,全齡,24.13842,120.67284,無...,,,,,,,,,,
大坑1號步道體能訓練場,臺中市,12,全齡,24.19033,120.78605,無...,,,,,,,,,,
麻豆林家四房厝,臺南市,3,全齡,23.17971,120.24496,由於經濟與政治上的實力，「麻豆林家」在當時的聲望與「台中霧峰林家」與「台北板橋林家」並稱，三者合稱「台灣三林」。隨著分家繼承與都市發展所造成的土地價格飆漲，清領時期所建的七座精美大宅，因所有權人想法的...,,,,,,,,,,
中都愛河濕地公園,高雄市,2,全齡,22.64655,120.28653,中都濕地公園打造出兼具自然生態、教育解說及民眾休憩等眾多功能，呈現愛河沿岸多樣性的風貌，也因此有高雄都會桃花源的美稱。...,,,,,,,,,,
檨仔林埤濕地公園,高雄市,2,全齡,22.6727,120.32707,狹長型的檨仔林埤濕地公園，是高雄市近年來整治成功，兼具滯洪、防洪、休閒教育與生態功能的埤塘濕地公園之一。...,,,,,,,,,,
愛河之心,高雄市,12,全齡,22.65132,120.30388,位於高雄市的愛河中上游，愛河之心是二個人工蓄洪湖東湖與西湖構成，兩湖中間興建一座橋貫通，形狀好似一個心形。...,,,,,,,,,,
國定古蹟-竹仔門電廠,高雄市,3,全齡,22.8694,120.58639,竹仔門發電廠目前正式名稱為「高屏發電廠竹仔門分廠」，是日治時代為提供南台灣電力而興建，利用荖濃溪水力發電的川流式電廠。...,,,,,,,,,,
佛光山,高雄市,4,全齡,22.7474,120.44612,佛光山寺由星雲法師於民國56年帶領弟子披荊斬棘一磚一瓦所建，大大小小的佛殿依山勢羅列，莊嚴雄渾、氣勢宏偉。...,,,,,,,,,,
臺灣天壇,高雄市,4,全齡,22.77197,120.44693,臺灣天壇位於大樹行政區北端，前臨高屏溪及里嶺大橋、三面則有群山環繞，交通方便、景觀壯濶。天壇面積近三萬平方公尺，氣派的迎賓牌坊及九十九級台階引領遊客信眾進入莊嚴優雅的清修之地，精緻的九龍浮雕更增添磅礡...,,,,,,,,,,
高雄市天文教育館,高雄市,5,全齡,22.568,120.33746,在港都市民及天文迷引頸期盼，位於小港區港和國小內的天文教育館於2000年成立了。這座小而美的教育館以天文教學為主，推廣為輔，透過多媒體的展示廳、天文觀測台及各種設備及模型等等，館中尚有價值超過六百萬的...,,,,,,,,,,
九番埤濕地公園,高雄市,2,全齡,22.68715,120.32643,天光雲影倒映青草水岸，蟲嗚鳥唱綠意盎然的景緻，成為都市中舒心自在的美麗角落...,,,,,,,,,,
田寮冷泉區（田寮花季度假飯店）,高雄市,10,全齡,22.87468,120.35731,田寮冷泉的歷史相當悠久，早年田寮區土質貧瘠，水源缺乏，當地住民發現岩縫中湧出的冷泉，因此居民們臨水而居，利用冷泉生活與灌溉，使珍貴碳酸冷泉成為孕育田寮區的生命之泉。日軍來台至此駐地後，發現此為世界稀少...,,,,,,,,,,
甲仙化石館(暫停營業),高雄市,5,全齡,23.09219,120.58827,全館館藏六千餘件，已然成為指標性地方專業博物館，深具學術及觀光價值，對於喜愛欣賞及研究化石遺跡的朋友而言是一個不可錯過拜訪的景點。...,,,,,,,,,,
六義山登山步道,高雄市,2,全齡,23.08858,120.57225,共有4處登山入口，縱走單程約花費3小時，沿途樹種繁多，不同季節前來各有不同的開花植物，尤其冬季一片梅樹開花，香味撲鼻、美麗夢幻。...,,,,,,,,,,
小林村紀念公園,高雄市,18,全齡,23.15425,120.64019,公園為於小林村原址南側高地，佔地約1.7公頃，八成規劃為綠地，建構如昔日小林村的意象，是為了紀念2009年8月9日凌晨莫拉克風災中遭土石掩埋的462位小林村村民。...,,,,,,,,,,
岡山公園,高雄市,15,全齡,22.79674,120.29175,前身為岡山神社，旁邊則有香火鼎盛的壽天宮，公園兼具生態、環保與滯洪功能，在岡山繁忙的市區裡是清新綠洲，也是集休憩與人文於一身的美麗聚點...,,,,,,,,,,
台灣滷味博物館,高雄市,1,全齡,22.81757,120.26736,提供遊客親身體驗滷味的製作過程，讓遊客重新認識中華美食滷味商品...,,,,,,,,,,
高雄市漁業文化館,高雄市,5,全齡,22.57225,120.31673,漁業文化館就是為增進民眾對高雄市漁業產業的認識，進而關心漁業發展與傳承而建。館內分遠洋拖網、沿近海漁業、水產加工業、養殖漁業、漁業保育與利用及魷漁業文化館、鮪漁業文化館等各主題區。...,,,,,,,,,,
高雄市立圖書館總館,高雄市,5,全齡,22.61024,120.30174,高雄市立圖書館新總館，是一棟結合植物、環保與文化的建築物。書為主角，建構出館中有樹、樹中有館開放寬敞的友善空間。...,,,,,,,,,,
高雄展覽館,高雄市,5,全齡,22.60788,120.29833,高雄展覽館座落於「亞洲新灣區」樞紐，是臺灣第一座多功能臨港會展中心；波浪造型鋼骨結構，展現海洋城市意象與磅礡氣勢！...,,,,,,,,,,
前鎮漁港,高雄市,12,全齡,22.57057,120.31533,高雄最大的漁港，約可停靠數十艘千噸級的遠洋漁船，可說是全台最大，兼具漁業、觀光休閒、文化教育和海上交通等多功能發展的漁港。...,,,,,,,,,,
前鎮之星,高雄市,12,全齡,22.59523,120.31527,搭配隨曲線翻折的遮陽頂棚，創造出多層次美感，車道的交叉點設計成如樹幹般的造型並有一座空中花園，為前鎮塑造繽紛多彩的新地標...,,,,,,,,,,
珍芳烏魚子見學工廠,高雄市,1,全齡,22.58249,120.31276,包含了製程區、知識文化區、商品區、簡報室、互動區、DIY教室以及日光玻璃屋晒場。以寓教於樂的方式，介紹烏魚子的專業知識，還可進行DIY活動，來場烏魚子創意料理秀...,,,,,,,,,,
創藝所在-R7獅甲站,高雄市,5,全齡,22.60605,120.30808,大高雄具有海港得天獨厚的對外經濟貿易優勢，近年來為因應產業型態的變更，經濟部工業局特與市政府合作促成「R7創藝所在」的產生，定位主軸以「設計」、「生活」和「教育」為三大重心，將串連與輔導國內紡織及設計...,,,,,,,,,,
美濃窯,高雄市,5,全齡,22.90521,120.52283,培養個人心性與人文氣息的所在，如果想對臺灣陶壁藝術有更深入的探索，走一趟美濃窯相信會給你最深刻的感受...,,,,,,,,,,
曾文忠美術館,高雄市,5,全齡,22.89877,120.5448,曾文忠老師是著名的油畫與水彩畫家，自小成長於永安老街上的曾家夥房，對美濃的風土民情及優美景致、房舍感情深厚，創作美濃家鄉系列及高雄系列數百幅，將家鄉美如桃花源的風景一一入畫。...,,,,,,,,,,
永安老街,高雄市,3,全齡,22.89744,120.5475,美濃舊稱「瀰濃」，清朝年間，原居屏東里港的客家人渡過荖濃溪，來到美濃月光山建立了「瀰濃庄」。...,,,,,,,,,,
美濃敬字亭,高雄市,3,全齡,22.90223,120.53392,敬字亭又名聖蹟亭、敬聖亭、字紙亭。在敬字亭下方的石牌，供奉了與教育有密切關係的神祇，反映了美濃對文學與教育的重視...,,,,,,,,,,
美濃原鄉緣紙傘文化村,高雄市,1,全齡,22.88273,120.54693,為了原鄉的傳承與文化，以油紙傘為幅奏，融合陶藝、文物、民俗、美食五大主軸，將美濃風情發揚光大...,,,,,,,,,,
自來水公園,高雄市,15,全齡,22.62729,120.3149,由於其歷史價值，市府將輸配管線都予以保留，並將蓄水量達3800公噸的水塔外觀漆上七彩顏色，夜晚輔以燈光造景，成為高雄市區的美麗地標。...,,,,,,,,,,
光榮碼頭,高雄市,12,全齡,22.61843,120.29226,光榮碼頭位於愛河出海口及高雄港的交界，曾是載運金馬人員及軍事物資重地的13號碼頭，在功成身退後更名為光榮碼頭並開放成觀光遊憩區。...,,,,,,,,,,
陳中和紀念館,高雄市,3,全齡,22.61344,120.29558,位於苓雅區的陳中和紀念館曾為高雄第一望族陳中和家族的宅邸。1925年落成的巴洛克式洋房建地900坪，連同庭院廣達2700坪，建築考究精緻、典雅大器，是昔日高雄地區第一棟私人洋樓。建築物是磚造二層樓建物...,,,,,,,,,,
高雄清真寺,高雄市,4,全齡,22.628,120.34195,高雄清真寺為臺灣第二座清真寺，創建於1949年，是當時隨政府遷台的軍、公、教人員並篤信伊斯蘭教的穆斯林倡議籌款所設立，由於穆民日眾不敷使用，又於1990年改建如今的規模。高雄清真寺外觀是典型的伊斯蘭教...,,,,,,,,,,
高雄關帝廟(武廟),高雄市,4,全齡,22.63027,120.33155,舊名「關帝廳」，是高雄香火鼎盛、歷史優久的寺廟，創廟超過三百年的歲月，是認識台灣傳統民俗節慶、祈福參拜的最佳場所...,,,,,,,,,,
得樂日嘎橋,高雄市,18,全齡,22.88345,120.65452,茂林區位處高雄山區，鬼斧神工的壯濶山河與原民文化都深繫於這片美麗的土地，2009年由於莫拉克風災之故，連外道路嚴重損毀，為了當地住民及遊客的行路安全，耗資七億的得樂日嘎橋於2013年完工。「得樂日嘎」...,,,,,,,,,,
白雲寺,高雄市,4,全齡,22.90966,120.18306,白砂崙砂丘上的白雲寺，是茄萣區地勢最高的廟宇。白雲寺建於民國28年，主祀釋迦牟尼佛，宮殿式主體配上黃色琉璃瓦與朱紅樑柱，巍峨宏偉、環境清幽，由於背枕沙丘地帶，面向古瀉湖淤積而成的平原，登高望遠、胸襟頓...,,,,,,,,,,
梅山遊客中心,高雄市,2,全齡,23.26336,120.826,群山環繞的遊客中心，外觀以布農族的石板構築，一旁的原生種植物園在冬季時分還能賞梅。...,,,,,,,,,,
同安張家古厝,高雄市,3,全齡,22.7523,120.26723,同安村居民大多是明鄭時期從福建同安移民而來，在富饒的梓官平原安家落戶，張家地靈人傑，「九包五」的三合院大厝即代表家族的富裕與興旺。...,,,,,,,,,,
紅樹林茄苳溪保護區,高雄市,2,全齡,22.73013,120.27041,紅樹林茄苳溪保護區位於梓官區典寶溪出海口，附近魚塭排放的淡水與海水潮汐在濕地滙流，提供海茄苳、水筆仔及珍貴的五跤梨等等紅樹林植物成長環境，由於紅樹林可保護海岸、涵養水源並提供各類生物棲息滋長，對環境生...,,,,,,,,,,
摩登高雄-R9中央公園站,高雄市,5,全齡,22.62486,120.3011,以「摩登高雄」為設計理念，由英國籍建築大師理查羅傑斯操刀，以一片白色超大棚頂及輕盈的黃色支柱，帶來名為飛揚的設計意象...,,,,,,,,,,
空中的雨林-R17世運站,高雄市,5,全齡,22.70145,120.30236,世運站為紅線由南向北穿越半屏山後的第一個高架站，鄰近左營海軍軍區，站體外觀設計如同一艘雪白帆船，乘風於半屏山的綠浪中，呼應高雄海港城市的意象。走進站體更是別有洞天，此站的主題是空中的雨林，作品由WJI...,,,,,,,,,,
高雄市立美術館,高雄市,5,全齡,22.65669,120.28655,高雄市立美術館位於鼓山區，原為埤塘滿佈的內惟埤溼地，1994年創建為南台灣第一座公立美術館後，成為南部地區最重要的現代藝術文化樞紐，扮演著匯集本土與國際資源、展現藝術人文的重任。...,,,,,,,,,,
高雄港,高雄市,12,全齡,22.59944,120.28809,位於高雄市南端，是台灣第一大港口、世界第十三大港口...,,,,,,,,,,
西子灣蔣介石行館,高雄市,3,全齡,22.6272,120.26468,西子灣蔣介石行館位於鼓山區蓮海路，是中山大學校區內綠樹掩映的幽深寓所。...,,,,,,,,,,
忠烈祠,高雄市,3,全齡,22.62646,120.27382,座落於壽山南麓的高雄市忠烈祠原址是日人建造的「金刀比羅」神社，幾經修建重整，增添了山門、正殿前殿及迴廊樓台，搭配中國傳統宮殿式金黃琉璃瓦，充滿莊嚴宏偉的氣勢。...,,,,,,,,,,
高雄哈瑪星代天宮,高雄市,4,全齡,22.6226,120.27107,「哈瑪星」是今日高雄市鼓山區南端一帶的舊稱，三川殿內繪製的門神及神像雕塑均出自名家潘麗水之手，端莊富麗的神像己是稀世的藝術瑰寶。...,,,,,,,,,,
旗山武德殿,高雄市,4,全齡,22.88798,120.48018,1934年興建的旗山武德殿，採傳統日本式寺殿式樣建築建造，不過由於日式廟堂多仿唐朝建築，故武德殿也具有相當濃厚的唐朝風格...,,,,,,,,,,
鼓山公園,高雄市,15,全齡,22.89,120.47706,鼓山公園原址為旗山神社，國民政府時代改為中山公園，1983年又在公園中興建孔廟，走過百年滄桑歲月，而今公園回復原名。...,,,,,,,,,,
市定古蹟-旗山國小,高雄市,3,全齡,22.88826,120.48062,日治時期的台灣總督府於1898年發佈了「臺灣公學校令」，明定八到十四歲孩童可以入學就讀公學校，此為台灣近代教育史的濫觴。...,,,,,,,,,,
地景橋,高雄市,18,全齡,22.88431,120.48565,旗山地景橋是一座供行人及自行車通行的景觀步道橋，橫跨楠梓仙溪，位於旗山橋上游兩兩相對，是由日治時期糖廠運送甘蔗的五分車軌道改建而成。...,,,,,,,,,,
戰爭與和平紀念公園主題館,高雄市,1,全齡,22.59118,120.28289,時代悲劇可以選擇原諒但不能遺忘，台藉士軍的血淚史或許沈重，卻也深刻提醒世人戰爭的可怕與和平的珍貴...,,,,,,,,,,
旗津觀光漁港,高雄市,12,全齡,22.59086,120.2869,紅燈碼頭、觀光漁市及漁港廣場等設施，東側濱臨高雄港主航道，視野遼闊、景緻宏偉，可近覽大小輪船航行雄姿...,,,,,,,,,,
高雄燈塔(旗津旗后燈塔),高雄市,3,全齡,22.61552,120.26471,雄踞旗后山頂，以雪白耀眼之姿守護高雄港，是港都的象徵，二次大戰時曾遭受機槍掃射，但仍無間斷地守護船隻通行，歷史意義非凡。...,,,,,,,,,,
旗後教會,高雄市,4,全齡,22.61182,120.26763,1865年清朝與英法聯軍之役後，打狗港(高雄港)開放通商，蘇格蘭長老教會傳教士馬雅各醫生也到此地傳教並成立打狗禮拜堂，此為最早、也是台灣第一間基督教長老教會。...,,,,,,,,,,
旗津天后宮,高雄市,4,全齡,22.61338,120.26843,位於高雄市旗津鬧區，奉祀海神媽祖已經有三百多年歷史，也是高雄最古老的廟宇之一...,,,,,,,,,,
鳳山天公廟,高雄市,4,全齡,22.62521,120.35975,始於1798年，主祠玉皇上帝，為二層樓華南式宮殿式建築，雕樑畫棟、氣勢磅礡，信徒眾多、絡繹不絕。...,,,,,,,,,,
大東文化藝術中心,高雄市,1,全齡,22.62497,120.36349,2012年方才啟用的大東文化藝術中心位於光遠路與大東路口，是一座因應未來高雄市精緻文化發展而成立的多功能藝術園地。...,,,,,,,,,,
天工開物-R23橋頭火車站,高雄市,5,全齡,22.76025,120.31097,為沿續高雄捷運「用藝術與世界交朋友」的主軸，橋頭捷運車站延請美濃窯朱邦雄博士創作橋頭站陶壁公共藝術作品。...,,,,,,,,,,
橋頭白樹彩繪村,高雄市,18,全齡,22.75988,120.30386,座落於橋頭糖廠及省道附近的白樹社區，原本只是個平凡無奇的小村落，2011年在橋仔頭文史協會的推動，找來了8位創作者，幫白樹社區進行老房屋彩繪，以白樹社區的信仰中心代天府為起點向左右延伸，風格各自不同的...,,,,,,,,,,
烏山頂泥火山自然保留區,高雄市,11,全齡,22.79603,120.40597,全世界共有27處泥火山活動，高雄也能看得到，位於燕巢區深水村內的深水農林牧場是台灣泥火山地型最發達的地方。...,,,,,,,,,,
市民廣場,高雄市,18,全齡,22.62557,120.28558,鹽埕埔位於中正四路與大勇路口的「鹽埕市民廣場」是由舊時的鹽埕圓環重新規劃改建，歡樂悠閒的氣氛很有南國情調。...,,,,,,,,,,
興達港(情人碼頭),高雄市,12,全齡,22.86843,120.19391,緊臨情人碼頭，傳統漁村結合地方文化與觀光休閒後，轉化成新興的現代漁港，推薦冬至前後烏魚季，來臺灣最大烏魚子產地－興達港。...,,,,,,,,,,
澄清湖風景區,高雄市,15,全齡,22.66039,120.35377,優美的九曲橋，倒映在波光粼粼的湖水上，古樸典雅的中式庭園建築結合青山綠水地景，讓人彷彿來到西湖。...,,,,,,,,,,
舊鐵橋濕地教育園區（大樹舊鐵橋）,高雄市,2,全齡,22.66231,120.42698,沿著高屏溪畔，打造了綿延300公頃的自然與人文天堂，廣達100多公頃的溼地生態公園，與百年舊鐵橋空中步道都是重要景點。...,,,,,,,,,,
鳳山縣舊城,高雄市,3,全齡,22.68025,120.29053,奠基於清朝康熙年間的鳳山縣舊城位於現在的左營區，是清朝政府統治臺灣後鳳山縣第一處縣城所在，也是台灣第一座土造城牆。...,,,,,,,,,,
大崗山風景區,高雄市,11,全齡,22.85971,120.34497,橫跨岡山、燕巢、阿蓮和田寮四區，海拔最高312公尺，曾為封閉的軍事重鎮，現為遍佈古剎名塔及登山步道的熱門景點。...,,,,,,,,,,
大寮包公廟,高雄市,4,全齡,22.58945,120.41166,1969年創建，是目前全臺奉祀包公為主神的最大廟宇。三殿試建造的開封宮，所供奉的是黑臉包公，及所謂的「文身包公」，就是包拯本人。建築深具規模，前殿為包公主殿、中殿為五佛殿、第三為玉皇殿，廟前一對巨形金...,,,,,,,,,,
高雄市立電影館,高雄市,1,全齡,22.62244,120.28878,緊鄰愛河旁，吸引許多熱愛電影的市民前來，在夜晚散發的點點藍紫光芒與愛河的波光互相呼應，在電影館前廣場散步，透露出愛河的浪漫情懷...,,,,,,,,,,
美濃客家文物館,高雄市,1,全齡,22.91107,120.55754,客家文物館採用菸樓造型與合院設計的建築風格，館內的展示空間，提供遊客認識豐富的客家生活文化，展現客家文化在美濃地區的面貌...,,,,,,,,,,
內門紫竹寺,高雄市,4,全齡,22.91718,120.45503,擁有300多年歷史，原為郭氏家族的保護神，因一段觀音佛祖「飛爐」顯靈的傳説，至今已成為全省最具歷史與規模的「觀音媽廟」。...,,,,,,,,,,
大東濕地公園,高雄市,15,全齡,22.62702,120.36395,融合生活藝術與在地文化特色的綜合性文化中心，週邊還有鳳山溪綠園道和大東公園，適合三五好友在此散步談心，悠閒度過午后時光...,,,,,,,,,,
